"DESCRICAO","ROTULO","COD_CONFIGURACAO","COD_MEDICAO_ETA","VALOR","DT_REGISTRO_PROGRAMADA"
ÁGUA COAGULADA,pH,1348,21038533,6.5000,2020-10-04 08:00:00
DOSAGENS,Dosagem Sulfato,1333,21036872,133.2900,2020-10-04 08:00:00
DOSAGENS,Conc. Flúor,1340,21036879,23.0000,2020-10-04 08:00:00
ÁGUA COAGULADA,Turbidez,1347,21038532,8.9300,2020-10-04 08:00:00
RESERVATÓRIO,Nível,1325,21036843,78.0000,2020-10-04 08:00:00
ÁGUA BRUTA,Cor,1343,21038528,39.4000,2020-10-04 08:00:00
ÁGUA BRUTA,Turbidez,1344,21038529,7.2400,2020-10-04 08:00:00
ÁGUA TRATADA,pH,1358,21038536,6.9500,2020-10-04 08:00:00
ÁGUA TRATADA,Íon Flúor,1362,21038538,0.6500,2020-10-04 08:00:00
RESERVATÓRIO,Nível,1325,21038023,77.0000,2020-10-04 09:00:00
DOSAGENS,Conc. Flúor,1340,21038586,23.0000,2020-10-04 09:00:00
FILTROS,Filtro 5,1354,21038592,0.3300,2020-10-04 09:00:00
DOSAGENS,Dosagem Sulfato,1333,21038579,132.5500,2020-10-04 09:00:00
FILTROS,Filtro 1,1350,21038588,0.4000,2020-10-04 09:00:00
FILTROS,Filtro 3,1352,21038590,0.3000,2020-10-04 09:00:00
DOSAGENS,Cloro Pós,1339,21038585,24.0000,2020-10-04 09:00:00
DOSAGENS,Dens. Flúor,1341,21038587,1.2038,2020-10-04 09:00:00
DOSAGENS,Dosagem Flúor,1342,21038580,35.2000,2020-10-04 09:00:00
ÁGUA TRATADA,Cloro residual,1360,21038594,1.9600,2020-10-04 09:00:00
DOSAGENS,Dens. Sulfato,1331,21038582,1.3220,2020-10-04 09:00:00
ENTRADA DA ETA,Vazão afluente,1324,21038022,2319.0000,2020-10-04 09:00:00
DOSAGENS,Conc. Sulfato,1330,21038581,46.3200,2020-10-04 09:00:00
DOSAGENS,Dosagem Sulfato,1332,21038583,7.0000,2020-10-04 09:00:00
FILTROS,Filtro 6,1355,21038593,0.4100,2020-10-04 09:00:00
FILTROS,Filtro 2,1351,21038589,0.4500,2020-10-04 09:00:00
FILTROS,Filtro 4,1353,21038591,0.4200,2020-10-04 09:00:00
DOSAGENS,Conc. Sulfato,1330,21039280,46.3200,2020-10-04 10:00:00
DOSAGENS,Dosagem Sulfato,1332,21039282,7.0000,2020-10-04 10:00:00
ÁGUA TRATADA,Turbidez,1357,21039294,0.3800,2020-10-04 10:00:00
ENTRADA DA ETA,Vazão afluente,1324,21039276,2287.0000,2020-10-04 10:00:00
DOSAGENS,Dens. Sulfato,1331,21039281,1.3220,2020-10-04 10:00:00
COND. AMBIENTAIS,Temp. ar,1349,21039293,26.5000,2020-10-04 10:00:00
ÁGUA TRATADA,Cor,1356,21039295,2.0000,2020-10-04 10:00:00
DOSAGENS,Dosagem Flúor,1342,21039278,34.7200,2020-10-04 10:00:00
ÁGUA BRUTA,pH,1345,21039289,7.0500,2020-10-04 10:00:00
ÁGUA TRATADA,Alcalinidade,1359,21039297,17.8000,2020-10-04 10:00:00
ÁGUA TRATADA,Cloro residual,1360,21039298,2.0100,2020-10-04 10:00:00
DOSAGENS,Cloro Pós,1339,21039284,24.0000,2020-10-04 10:00:00
DOSAGENS,Dens. Flúor,1341,21039286,1.2038,2020-10-04 10:00:00
ÁGUA BRUTA,Alcalinidade,1346,21039290,15.3000,2020-10-04 10:00:00
ÁGUA COAGULADA,pH,1348,21039292,6.5100,2020-10-04 10:00:00
DOSAGENS,Dosagem Sulfato,1333,21039277,130.7200,2020-10-04 10:00:00
DOSAGENS,Conc. Flúor,1340,21039285,23.0000,2020-10-04 10:00:00
ÁGUA COAGULADA,Turbidez,1347,21039291,9.0100,2020-10-04 10:00:00
RESERVATÓRIO,Nível,1325,21039279,77.0000,2020-10-04 10:00:00
ÁGUA BRUTA,Cor,1343,21039287,38.1000,2020-10-04 10:00:00
ÁGUA BRUTA,Turbidez,1344,21039288,7.5300,2020-10-04 10:00:00
ÁGUA TRATADA,pH,1358,21039296,6.9000,2020-10-04 10:00:00
ÁGUA TRATADA,Íon Flúor,1362,21039299,0.6700,2020-10-04 10:00:00
RESERVATÓRIO,Nível,1325,21040241,80.0000,2020-10-04 11:00:00
DOSAGENS,Conc. Flúor,1340,21040247,23.0000,2020-10-04 11:00:00
FILTROS,Filtro 5,1354,21040253,0.3900,2020-10-04 11:00:00
DOSAGENS,Dosagem Sulfato,1333,21040239,133.3500,2020-10-04 11:00:00
FILTROS,Filtro 1,1350,21040249,0.4500,2020-10-04 11:00:00
FILTROS,Filtro 3,1352,21040251,0.4800,2020-10-04 11:00:00
DOSAGENS,Cloro Pós,1339,21040246,24.0000,2020-10-04 11:00:00
DOSAGENS,Dens. Flúor,1341,21040248,1.2038,2020-10-04 11:00:00
DOSAGENS,Dosagem Flúor,1342,21040240,35.4100,2020-10-04 11:00:00
ÁGUA TRATADA,Cloro residual,1360,21040255,1.8800,2020-10-04 11:00:00
ENTRADA DA ETA,Vazão afluente,1324,21040238,2333.0000,2020-10-04 11:00:00
DOSAGENS,Dens. Sulfato,1331,21040243,1.3220,2020-10-04 11:00:00
DOSAGENS,Conc. Sulfato,1330,21040242,46.3200,2020-10-04 11:00:00
DOSAGENS,Dosagem Sulfato,1332,21040244,7.0000,2020-10-04 11:00:00
FILTROS,Filtro 6,1355,21040254,0.5300,2020-10-04 11:00:00
FILTROS,Filtro 2,1351,21040250,0.5300,2020-10-04 11:00:00
FILTROS,Filtro 4,1353,21040252,0.5000,2020-10-04 11:00:00
DOSAGENS,Conc. Sulfato,1330,21041279,46.3200,2020-10-04 12:00:00
DOSAGENS,Dosagem Sulfato,1332,21041281,7.0000,2020-10-04 12:00:00
ÁGUA TRATADA,Turbidez,1357,21041406,0.5000,2020-10-04 12:00:00
ENTRADA DA ETA,Vazão afluente,1324,21041275,2331.0000,2020-10-04 12:00:00
DOSAGENS,Dens. Sulfato,1331,21041280,1.3220,2020-10-04 12:00:00
ÁGUA TRATADA,Cor,1356,21041407,2.5000,2020-10-04 12:00:00
COND. AMBIENTAIS,Temp. ar,1349,21041412,27.0000,2020-10-04 12:00:00
DOSAGENS,Dosagem Flúor,1342,21041277,35.3800,2020-10-04 12:00:00
ÁGUA BRUTA,pH,1345,21041402,7.0500,2020-10-04 12:00:00
ÁGUA TRATADA,Alcalinidade,1359,21041409,18.0000,2020-10-04 12:00:00
ÁGUA TRATADA,Cloro residual,1360,21041410,2.0100,2020-10-04 12:00:00
DOSAGENS,Cloro Pós,1339,21041283,24.0000,2020-10-04 12:00:00
DOSAGENS,Dens. Flúor,1341,21041285,1.2038,2020-10-04 12:00:00
ÁGUA BRUTA,Alcalinidade,1346,21041403,15.3000,2020-10-04 12:00:00
ÁGUA COAGULADA,pH,1348,21041405,6.5400,2020-10-04 12:00:00
DOSAGENS,Dosagem Sulfato,1333,21041276,133.2300,2020-10-04 12:00:00
DOSAGENS,Conc. Flúor,1340,21041284,23.0000,2020-10-04 12:00:00
ÁGUA COAGULADA,Turbidez,1347,21041404,7.6400,2020-10-04 12:00:00
RESERVATÓRIO,Nível,1325,21041278,80.0000,2020-10-04 12:00:00
ÁGUA BRUTA,Cor,1343,21041400,35.8000,2020-10-04 12:00:00
ÁGUA BRUTA,Turbidez,1344,21041401,6.9200,2020-10-04 12:00:00
ÁGUA TRATADA,pH,1358,21041408,6.9400,2020-10-04 12:00:00
ÁGUA TRATADA,Íon Flúor,1362,21041411,0.7300,2020-10-04 12:00:00
RESERVATÓRIO,Nível,1325,21042385,79.0000,2020-10-04 13:00:00
DOSAGENS,Conc. Flúor,1340,21042391,23.0000,2020-10-04 13:00:00
FILTROS,Filtro 5,1354,21042669,0.5600,2020-10-04 13:00:00
DOSAGENS,Dosagem Sulfato,1333,21042383,130.0300,2020-10-04 13:00:00
FILTROS,Filtro 1,1350,21042665,0.5500,2020-10-04 13:00:00
FILTROS,Filtro 3,1352,21042667,0.4900,2020-10-04 13:00:00
DOSAGENS,Cloro Pós,1339,21042390,24.0000,2020-10-04 13:00:00
DOSAGENS,Dens. Flúor,1341,21042392,1.2038,2020-10-04 13:00:00
DOSAGENS,Dosagem Flúor,1342,21042384,34.5300,2020-10-04 13:00:00
ÁGUA TRATADA,Cloro residual,1360,21042671,2.1000,2020-10-04 13:00:00
ENTRADA DA ETA,Vazão afluente,1324,21042382,2275.0000,2020-10-04 13:00:00
DOSAGENS,Dens. Sulfato,1331,21042387,1.3220,2020-10-04 13:00:00
DOSAGENS,Conc. Sulfato,1330,21042386,46.3200,2020-10-04 13:00:00
DOSAGENS,Dosagem Sulfato,1332,21042388,7.0000,2020-10-04 13:00:00
FILTROS,Filtro 6,1355,21042670,0.5700,2020-10-04 13:00:00
FILTROS,Filtro 2,1351,21042666,0.5800,2020-10-04 13:00:00
FILTROS,Filtro 4,1353,21042668,0.5300,2020-10-04 13:00:00
DOSAGENS,Conc. Sulfato,1330,21042958,46.3200,2020-10-04 14:00:00
DOSAGENS,Dosagem Sulfato,1332,21042960,7.0000,2020-10-04 14:00:00
ÁGUA TRATADA,Turbidez,1357,21042972,0.5300,2020-10-04 14:00:00
ENTRADA DA ETA,Vazão afluente,1324,21042954,2370.0000,2020-10-04 14:00:00
DOSAGENS,Dens. Sulfato,1331,21042959,1.3220,2020-10-04 14:00:00
COND. AMBIENTAIS,Temp. ar,1349,21042971,27.1000,2020-10-04 14:00:00
ÁGUA TRATADA,Cor,1356,21042973,2.6000,2020-10-04 14:00:00
DOSAGENS,Dosagem Flúor,1342,21042956,35.9800,2020-10-04 14:00:00
ÁGUA BRUTA,pH,1345,21042967,7.0500,2020-10-04 14:00:00
ÁGUA TRATADA,Alcalinidade,1359,21042975,18.0000,2020-10-04 14:00:00
ÁGUA TRATADA,Cloro residual,1360,21042976,2.0100,2020-10-04 14:00:00
DOSAGENS,Cloro Pós,1339,21042962,24.0000,2020-10-04 14:00:00
DOSAGENS,Dens. Flúor,1341,21042964,1.2038,2020-10-04 14:00:00
ÁGUA BRUTA,Alcalinidade,1346,21042968,15.1000,2020-10-04 14:00:00
ÁGUA COAGULADA,pH,1348,21042970,6.4900,2020-10-04 14:00:00
DOSAGENS,Dosagem Sulfato,1333,21042955,135.4600,2020-10-04 14:00:00
DOSAGENS,Conc. Flúor,1340,21042963,23.0000,2020-10-04 14:00:00
ÁGUA COAGULADA,Turbidez,1347,21042969,7.5200,2020-10-04 14:00:00
RESERVATÓRIO,Nível,1325,21042957,81.0000,2020-10-04 14:00:00
ÁGUA BRUTA,Cor,1343,21042965,36.8000,2020-10-04 14:00:00
ÁGUA BRUTA,Turbidez,1344,21042966,6.7200,2020-10-04 14:00:00
ÁGUA TRATADA,pH,1358,21042974,6.9000,2020-10-04 14:00:00
ÁGUA TRATADA,Íon Flúor,1362,21042977,0.7000,2020-10-04 14:00:00
RESERVATÓRIO,Nível,1325,21044994,84.0000,2020-10-04 15:00:00
DOSAGENS,Conc. Flúor,1340,21044999,23.0000,2020-10-04 15:00:00
FILTROS,Filtro 5,1354,21045005,0.5600,2020-10-04 15:00:00
DOSAGENS,Dosagem Sulfato,1333,21044992,133.8600,2020-10-04 15:00:00
FILTROS,Filtro 1,1350,21045001,0.5700,2020-10-04 15:00:00
FILTROS,Filtro 3,1352,21045003,0.5600,2020-10-04 15:00:00
DOSAGENS,Cloro Pós,1339,21044998,24.0000,2020-10-04 15:00:00
DOSAGENS,Dens. Flúor,1341,21045000,1.2038,2020-10-04 15:00:00
DOSAGENS,Dosagem Flúor,1342,21044993,35.5500,2020-10-04 15:00:00
ÁGUA TRATADA,Cloro residual,1360,21045007,2.0500,2020-10-04 15:00:00
ENTRADA DA ETA,Vazão afluente,1324,21044991,2342.0000,2020-10-04 15:00:00
DOSAGENS,Dens. Sulfato,1331,21044996,1.3220,2020-10-04 15:00:00
DOSAGENS,Conc. Sulfato,1330,21044995,46.3200,2020-10-04 15:00:00
DOSAGENS,Dosagem Sulfato,1332,21044997,7.0000,2020-10-04 15:00:00
FILTROS,Filtro 6,1355,21045006,0.5500,2020-10-04 15:00:00
FILTROS,Filtro 2,1351,21045002,0.5500,2020-10-04 15:00:00
FILTROS,Filtro 4,1353,21045004,0.5800,2020-10-04 15:00:00
DOSAGENS,Conc. Sulfato,1330,21047355,46.3200,2020-10-04 16:00:00
DOSAGENS,Dosagem Sulfato,1332,21047357,7.0000,2020-10-04 16:00:00
ÁGUA TRATADA,Turbidez,1357,21047975,0.7200,2020-10-04 16:00:00
ENTRADA DA ETA,Vazão afluente,1324,21047351,2359.0000,2020-10-04 16:00:00
DOSAGENS,Dens. Sulfato,1331,21047356,1.3220,2020-10-04 16:00:00
ÁGUA TRATADA,Cor,1356,21047976,2.8000,2020-10-04 16:00:00
ÁGUA TRATADA,Alumínio,1363,21047981,0.0000,2020-10-04 16:00:00
COND. AMBIENTAIS,Temp. ar,1349,21048304,26.0000,2020-10-04 16:00:00
DOSAGENS,Dosagem Flúor,1342,21047353,35.8100,2020-10-04 16:00:00
ÁGUA BRUTA,pH,1345,21047971,7.0500,2020-10-04 16:00:00
ÁGUA TRATADA,Alcalinidade,1359,21047978,17.8000,2020-10-04 16:00:00
ÁGUA TRATADA,Cloro residual,1360,21047979,2.1700,2020-10-04 16:00:00
DOSAGENS,Cloro Pós,1339,21047358,24.0000,2020-10-04 16:00:00
DOSAGENS,Dens. Flúor,1341,21047360,1.2038,2020-10-04 16:00:00
ÁGUA BRUTA,Alcalinidade,1346,21047972,15.1000,2020-10-04 16:00:00
ÁGUA COAGULADA,pH,1348,21047974,6.5000,2020-10-04 16:00:00
DOSAGENS,Dosagem Sulfato,1333,21047352,134.8300,2020-10-04 16:00:00
DOSAGENS,Conc. Flúor,1340,21047359,23.0000,2020-10-04 16:00:00
ÁGUA COAGULADA,Turbidez,1347,21047973,8.2100,2020-10-04 16:00:00
RESERVATÓRIO,Nível,1325,21047354,84.0000,2020-10-04 16:00:00
ÁGUA BRUTA,Cor,1343,21047969,38.2000,2020-10-04 16:00:00
ÁGUA BRUTA,Turbidez,1344,21047970,6.5500,2020-10-04 16:00:00
ÁGUA TRATADA,pH,1358,21047977,6.9200,2020-10-04 16:00:00
ÁGUA TRATADA,Íon Flúor,1362,21047980,0.6400,2020-10-04 16:00:00
RESERVATÓRIO,Nível,1325,21047962,81.0000,2020-10-04 17:00:00
FILTROS,Filtro 5,1354,21048301,0.5500,2020-10-04 17:00:00
DOSAGENS,Conc. Flúor,1340,21047967,23.0000,2020-10-04 17:00:00
DOSAGENS,Dosagem Sulfato,1333,21047960,132.4300,2020-10-04 17:00:00
FILTROS,Filtro 1,1350,21048297,0.5000,2020-10-04 17:00:00
FILTROS,Filtro 3,1352,21048299,0.5000,2020-10-04 17:00:00
DOSAGENS,Cloro Pós,1339,21047966,24.0000,2020-10-04 17:00:00
DOSAGENS,Dens. Flúor,1341,21047968,1.2038,2020-10-04 17:00:00
ÁGUA TRATADA,Cloro residual,1360,21048303,2.0800,2020-10-04 17:00:00
DOSAGENS,Dosagem Flúor,1342,21047961,35.1700,2020-10-04 17:00:00
ENTRADA DA ETA,Vazão afluente,1324,21047959,2317.0000,2020-10-04 17:00:00
DOSAGENS,Dens. Sulfato,1331,21047964,1.3220,2020-10-04 17:00:00
FILTROS,Filtro 6,1355,21048302,0.5500,2020-10-04 17:00:00
DOSAGENS,Conc. Sulfato,1330,21047963,46.3200,2020-10-04 17:00:00
DOSAGENS,Dosagem Sulfato,1332,21047965,7.0000,2020-10-04 17:00:00
FILTROS,Filtro 2,1351,21048298,0.5200,2020-10-04 17:00:00
FILTROS,Filtro 4,1353,21048300,0.5600,2020-10-04 17:00:00
DOSAGENS,Conc. Sulfato,1330,21050093,46.3200,2020-10-04 18:00:00
DOSAGENS,Dosagem Sulfato,1332,21050105,7.0000,2020-10-04 18:00:00
ÁGUA TRATADA,Turbidez,1357,21050132,0.4200,2020-10-04 18:00:00
ENTRADA DA ETA,Vazão afluente,1324,21050089,2054.0000,2020-10-04 18:00:00
DOSAGENS,Dens. Sulfato,1331,21050099,1.3220,2020-10-04 18:00:00
COND. AMBIENTAIS,Temp. ar,1349,21050130,24.8000,2020-10-04 18:00:00
ÁGUA TRATADA,Cor,1356,21050131,2.5000,2020-10-04 18:00:00
DOSAGENS,Dosagem Flúor,1342,21050091,31.1800,2020-10-04 18:00:00
ÁGUA BRUTA,pH,1345,21050126,7.1000,2020-10-04 18:00:00
ÁGUA TRATADA,Alcalinidade,1359,21050134,17.6000,2020-10-04 18:00:00
ÁGUA TRATADA,Cloro residual,1360,21050135,2.0000,2020-10-04 18:00:00
DOSAGENS,Cloro Pós,1339,21050111,20.0000,2020-10-04 18:00:00
DOSAGENS,Dens. Flúor,1341,21050118,1.2038,2020-10-04 18:00:00
ÁGUA BRUTA,Alcalinidade,1346,21050127,16.0000,2020-10-04 18:00:00
ÁGUA COAGULADA,pH,1348,21050129,6.5100,2020-10-04 18:00:00
DOSAGENS,Dosagem Sulfato,1333,21050090,117.4000,2020-10-04 18:00:00
DOSAGENS,Conc. Flúor,1340,21050112,23.0000,2020-10-04 18:00:00
ÁGUA COAGULADA,Turbidez,1347,21050128,7.0000,2020-10-04 18:00:00
RESERVATÓRIO,Nível,1325,21050092,80.0000,2020-10-04 18:00:00
ÁGUA BRUTA,Cor,1343,21050124,35.0000,2020-10-04 18:00:00
ÁGUA BRUTA,Turbidez,1344,21050125,5.7000,2020-10-04 18:00:00
ÁGUA TRATADA,pH,1358,21050133,6.9000,2020-10-04 18:00:00
ÁGUA TRATADA,Íon Flúor,1362,21050136,0.6900,2020-10-04 18:00:00
RESERVATÓRIO,Nível,1325,21051527,70.0000,2020-10-04 19:00:00
FILTROS,Filtro 5,1354,21051533,0.3200,2020-10-04 19:00:00
DOSAGENS,Conc. Flúor,1340,21050113,23.0000,2020-10-04 19:00:00
DOSAGENS,Dosagem Sulfato,1333,21051525,89.7400,2020-10-04 19:00:00
FILTROS,Filtro 1,1350,21051529,0.3400,2020-10-04 19:00:00
FILTROS,Filtro 3,1352,21051531,0.3000,2020-10-04 19:00:00
DOSAGENS,Cloro Pós,1339,21051528,16.0000,2020-10-04 19:00:00
DOSAGENS,Dens. Flúor,1341,21050119,1.2038,2020-10-04 19:00:00
DOSAGENS,Dosagem Flúor,1342,21051526,23.8300,2020-10-04 19:00:00
ÁGUA TRATADA,Cloro residual,1360,21051535,2.0500,2020-10-04 19:00:00
ENTRADA DA ETA,Vazão afluente,1324,21051524,1570.0000,2020-10-04 19:00:00
DOSAGENS,Dens. Sulfato,1331,21050100,1.3220,2020-10-04 19:00:00
ÁGUA TRATADA,Alumínio,1363,21052129,0.0000,2020-10-04 19:00:00
FILTROS,Filtro 6,1355,21051534,0.3400,2020-10-04 19:00:00
DOSAGENS,Dosagem Sulfato,1332,21050106,7.0000,2020-10-04 19:00:00
DOSAGENS,Conc. Sulfato,1330,21050094,46.3200,2020-10-04 19:00:00
FILTROS,Filtro 2,1351,21051530,0.3300,2020-10-04 19:00:00
FILTROS,Filtro 4,1353,21051532,0.3500,2020-10-04 19:00:00
DOSAGENS,Conc. Sulfato,1330,21050095,46.3200,2020-10-04 20:00:00
DOSAGENS,Dosagem Sulfato,1332,21050107,7.0000,2020-10-04 20:00:00
ÁGUA TRATADA,Turbidez,1357,21052124,0.3400,2020-10-04 20:00:00
DOSAGENS,Dens. Sulfato,1331,21050101,1.3220,2020-10-04 20:00:00
ENTRADA DA ETA,Vazão afluente,1324,21052111,1530.0000,2020-10-04 20:00:00
COND. AMBIENTAIS,Temp. ar,1349,21052122,23.6000,2020-10-04 20:00:00
ÁGUA TRATADA,Cor,1356,21052123,2.5000,2020-10-04 20:00:00
DOSAGENS,Dosagem Flúor,1342,21052113,23.2300,2020-10-04 20:00:00
ÁGUA BRUTA,pH,1345,21052118,7.1000,2020-10-04 20:00:00
ÁGUA TRATADA,Alcalinidade,1359,21052126,18.4000,2020-10-04 20:00:00
ÁGUA TRATADA,Cloro residual,1360,21052127,1.9400,2020-10-04 20:00:00
DOSAGENS,Dens. Flúor,1341,21050120,1.2038,2020-10-04 20:00:00
DOSAGENS,Cloro Pós,1339,21052115,16.0000,2020-10-04 20:00:00
ÁGUA BRUTA,Alcalinidade,1346,21052119,16.0000,2020-10-04 20:00:00
ÁGUA COAGULADA,pH,1348,21052121,6.5200,2020-10-04 20:00:00
DOSAGENS,Dosagem Sulfato,1333,21052112,87.4500,2020-10-04 20:00:00
DOSAGENS,Conc. Flúor,1340,21050114,23.0000,2020-10-04 20:00:00
ÁGUA COAGULADA,Turbidez,1347,21052120,7.0000,2020-10-04 20:00:00
RESERVATÓRIO,Nível,1325,21052114,66.0000,2020-10-04 20:00:00
ÁGUA BRUTA,Cor,1343,21052116,35.0000,2020-10-04 20:00:00
ÁGUA BRUTA,Turbidez,1344,21052117,5.6000,2020-10-04 20:00:00
ÁGUA TRATADA,pH,1358,21052125,7.1200,2020-10-04 20:00:00
ÁGUA TRATADA,Íon Flúor,1362,21052128,0.7200,2020-10-04 20:00:00
RESERVATÓRIO,Nível,1325,21052796,62.0000,2020-10-04 21:00:00
FILTROS,Filtro 5,1354,21052802,0.2800,2020-10-04 21:00:00
DOSAGENS,Conc. Flúor,1340,21050115,23.0000,2020-10-04 21:00:00
DOSAGENS,Dosagem Sulfato,1333,21052794,86.9400,2020-10-04 21:00:00
FILTROS,Filtro 1,1350,21052798,0.3200,2020-10-04 21:00:00
FILTROS,Filtro 3,1352,21052800,0.2900,2020-10-04 21:00:00
DOSAGENS,Cloro Pós,1339,21052797,16.0000,2020-10-04 21:00:00
DOSAGENS,Dens. Flúor,1341,21050121,1.2038,2020-10-04 21:00:00
DOSAGENS,Dosagem Flúor,1342,21052795,23.0900,2020-10-04 21:00:00
ÁGUA TRATADA,Cloro residual,1360,21052804,1.8400,2020-10-04 21:00:00
DOSAGENS,Dens. Sulfato,1331,21050102,1.3220,2020-10-04 21:00:00
ENTRADA DA ETA,Vazão afluente,1324,21052793,1521.0000,2020-10-04 21:00:00
FILTROS,Filtro 6,1355,21052803,0.3200,2020-10-04 21:00:00
DOSAGENS,Dosagem Sulfato,1332,21050108,7.0000,2020-10-04 21:00:00
DOSAGENS,Conc. Sulfato,1330,21050096,46.3200,2020-10-04 21:00:00
FILTROS,Filtro 2,1351,21052799,0.3000,2020-10-04 21:00:00
FILTROS,Filtro 4,1353,21052801,0.3100,2020-10-04 21:00:00
DOSAGENS,Conc. Sulfato,1330,21050097,46.3200,2020-10-04 22:00:00
DOSAGENS,Dosagem Sulfato,1332,21050109,7.0000,2020-10-04 22:00:00
ÁGUA TRATADA,Turbidez,1357,21053696,0.2000,2020-10-04 22:00:00
ENTRADA DA ETA,Vazão afluente,1324,21053683,1534.0000,2020-10-04 22:00:00
COND. AMBIENTAIS,Temp. ar,1349,21053694,22.9000,2020-10-04 22:00:00
ÁGUA TRATADA,Cor,1356,21053695,1.8000,2020-10-04 22:00:00
DOSAGENS,Dens. Sulfato,1331,21050103,1.3220,2020-10-04 22:00:00
DOSAGENS,Dosagem Flúor,1342,21053685,23.2900,2020-10-04 22:00:00
ÁGUA BRUTA,pH,1345,21053690,7.1000,2020-10-04 22:00:00
ÁGUA TRATADA,Alcalinidade,1359,21053698,18.0000,2020-10-04 22:00:00
ÁGUA TRATADA,Cloro residual,1360,21053699,1.8800,2020-10-04 22:00:00
DOSAGENS,Dens. Flúor,1341,21050122,1.2038,2020-10-04 22:00:00
DOSAGENS,Cloro Pós,1339,21053687,16.0000,2020-10-04 22:00:00
ÁGUA BRUTA,Alcalinidade,1346,21053691,16.0000,2020-10-04 22:00:00
ÁGUA COAGULADA,pH,1348,21053693,6.5000,2020-10-04 22:00:00
DOSAGENS,Dosagem Sulfato,1333,21053684,87.6800,2020-10-04 22:00:00
DOSAGENS,Conc. Flúor,1340,21050116,23.0000,2020-10-04 22:00:00
ÁGUA COAGULADA,Turbidez,1347,21053692,7.8000,2020-10-04 22:00:00
RESERVATÓRIO,Nível,1325,21053686,58.0000,2020-10-04 22:00:00
ÁGUA BRUTA,Cor,1343,21053688,37.0000,2020-10-04 22:00:00
ÁGUA BRUTA,Turbidez,1344,21053689,6.2000,2020-10-04 22:00:00
ÁGUA TRATADA,pH,1358,21053697,6.8000,2020-10-04 22:00:00
ÁGUA TRATADA,Íon Flúor,1362,21053700,0.7100,2020-10-04 22:00:00
RESERVATÓRIO,Nível,1325,21054587,55.0000,2020-10-04 23:00:00
FILTROS,Filtro 5,1354,21054593,0.3100,2020-10-04 23:00:00
DOSAGENS,Conc. Flúor,1340,21050117,23.0000,2020-10-04 23:00:00
DOSAGENS,Dosagem Sulfato,1333,21054585,87.4500,2020-10-04 23:00:00
FILTROS,Filtro 1,1350,21054589,0.3500,2020-10-04 23:00:00
FILTROS,Filtro 3,1352,21054591,0.3000,2020-10-04 23:00:00
DOSAGENS,Cloro Pós,1339,21054588,16.0000,2020-10-04 23:00:00
DOSAGENS,Dens. Flúor,1341,21050123,1.2038,2020-10-04 23:00:00
DOSAGENS,Dosagem Flúor,1342,21054586,23.2300,2020-10-04 23:00:00
ÁGUA TRATADA,Cloro residual,1360,21054595,1.9000,2020-10-04 23:00:00
DOSAGENS,Dens. Sulfato,1331,21050104,1.3220,2020-10-04 23:00:00
ENTRADA DA ETA,Vazão afluente,1324,21054584,1530.0000,2020-10-04 23:00:00
FILTROS,Filtro 6,1355,21054594,0.3500,2020-10-04 23:00:00
DOSAGENS,Dosagem Sulfato,1332,21050110,7.0000,2020-10-04 23:00:00
DOSAGENS,Conc. Sulfato,1330,21050098,46.3200,2020-10-04 23:00:00
FILTROS,Filtro 2,1351,21054590,0.3400,2020-10-04 23:00:00
FILTROS,Filtro 4,1353,21054592,0.3300,2020-10-04 23:00:00
DOSAGENS,Conc. Sulfato,1330,21055401,46.3200,2020-10-05 00:00:00
DOSAGENS,Dosagem Sulfato,1332,21055403,7.0000,2020-10-05 00:00:00
ÁGUA TRATADA,Turbidez,1357,21055444,0.2200,2020-10-05 00:00:00
ENTRADA DA ETA,Vazão afluente,1324,21055397,1389.0000,2020-10-05 00:00:00
DOSAGENS,Dens. Sulfato,1331,21055402,1.3220,2020-10-05 00:00:00
COND. AMBIENTAIS,Temp. ar,1349,21055442,22.2000,2020-10-05 00:00:00
ÁGUA TRATADA,Cor,1356,21055443,1.9000,2020-10-05 00:00:00
DOSAGENS,Dosagem Flúor,1342,21055399,21.0800,2020-10-05 00:00:00
ÁGUA BRUTA,pH,1345,21055438,7.1000,2020-10-05 00:00:00
ÁGUA TRATADA,Alcalinidade,1359,21055446,18.6000,2020-10-05 00:00:00
ÁGUA TRATADA,Cloro residual,1360,21055447,1.9800,2020-10-05 00:00:00
DOSAGENS,Cloro Pós,1339,21055422,16.0000,2020-10-05 00:00:00
DOSAGENS,Dens. Flúor,1341,21055429,1.2038,2020-10-05 00:00:00
ÁGUA BRUTA,Alcalinidade,1346,21055439,16.0000,2020-10-05 00:00:00
ÁGUA COAGULADA,pH,1348,21055441,6.5000,2020-10-05 00:00:00
DOSAGENS,Dosagem Sulfato,1333,21055398,79.3900,2020-10-05 00:00:00
DOSAGENS,Conc. Flúor,1340,21055423,23.0000,2020-10-05 00:00:00
ÁGUA COAGULADA,Turbidez,1347,21055440,8.8000,2020-10-05 00:00:00
RESERVATÓRIO,Nível,1325,21055400,50.0000,2020-10-05 00:00:00
ÁGUA BRUTA,Cor,1343,21055436,38.0000,2020-10-05 00:00:00
ÁGUA BRUTA,Turbidez,1344,21055437,6.6000,2020-10-05 00:00:00
ÁGUA TRATADA,pH,1358,21055445,6.9800,2020-10-05 00:00:00
